id,traditional,pinyin,english,topic,topic_english,part_of_speech,level,simplified,relative_freq_pct
1071,表達,"biăodá ",Express,,,(VA),3,表达,0.00938146
1072,表面,"biăomiàn ",surface,,,(N),3,表面,0.00574044
1073,表示,"biăoshì ",express,,,(VA),3,表示,0.0572518
1074,表現,"biǎoxiàn ",Performance,,,(N),3,表现,0.0267714
1075,表現,"biǎoxiàn ",Performance,,,(VA),3,表现,0.0267714
1076,表演,"biǎoyǎn ",Performance,,,(VA),3,表演,0.00755173
1077,別的,biéde,Others,,,(Det),3,别的,
1078,冰,"bīng ",ice,,,(N),3,冰,0.0052928
1079,冰塊/冰塊兒,bīngkuài/bīngkuàir,ice cubes/ice cubes,,,(N),3,冰块/冰块儿,
1080,餅,"bǐng ",cake,,,(N),3,饼,0.00165636
1081,病,"bìng ",sick,,,(VS),3,病,0.0153679
1082,伯伯,"bóbo ",uncle,,,(N),3,伯伯,0.000188476
1083,博士,"bóshì ",PhD,,,(N),3,博士,0.00275812
1084,播,"bò ",broadcast,,,(VA),3,播,0.002799
1085,不必,"búbì ",No need,,,(Adv),3,不必,0.0043838
1086,不斷,"búduàn ",constantly,,,(Adv),3,不断,0.0261157
1087,不斷,"búduàn ",constantly,,,(VS),3,不断,0.0261157
1088,不過,"búguò ",but,,,(Adv),3,不过,0.0404044
1089,不過,"búguò ",but,,,(Conj),3,不过,0.0404044
1090,不見(了),bújiàn(le),Gone (gone),,,(VS),3,不见(了),
1091,不論,"búlùn ",whether,,,(Conj),3,不论,0.00315032
1092,不幸,"búxìng ",Unlucky,,,(VS),3,不幸,0.00270106
1093,不用說,"búyòngshuō ",Needless to say,,,(Conj),3,不用说,0.000678982
1094,不得不,"bùdébù ",have to,,,(Adv),3,不得不,0.00604496
1095,不得了,"bùdéliăo ",Incredible,,,(VS),3,不得了,0.0008277
1096,不管,"bùguǎn ",in spite of,,,(Conj),3,不管,0.0105757
1097,不滿,"bùmăn ",dissatisfied,,,(VS),3,不满,0.0033558
1098,不如,"bùrú ",Not as good as,,,(Conj),3,不如,0.00766354
1099,不少,"bùshǎo ",Quite a few,,,(Det),3,不少,0.0186724
1100,不少,"bùshǎo ",Quite a few,,,(VS),3,不少,0.0186724
1101,不足,"bùzú ",insufficient,,,(VS),3,不足,0.00999767
1102,部,"bù ",department,,,(M),3,部,0.0409942
1103,部分/份,bùfèn,part/portion,,,(Det),3,部分/份,
1104,部分/份,bùfèn,part/portion,,,(N),3,部分/份,
1105,部門,"bùmén ",department,,,(N),3,部门,0.0422479
1106,布,"bù ",cloth,,,(N),3,布,0.00800616
1107,布/佈置,"bùzhì ",cloth/arrangement,,,(VA),3,布/佈置,
1108,擦,cā,wipe,,,(VA),3,擦,0.00607429
1109,猜,cāi,Guess,,,(VA),3,猜,0.00307369
1110,材料,"cáiliào ",Material,,,(N),3,材料,0.0118175
1111,採用,"căiyòng ",use,,,(VA),3,採用,
1112,餐,cān,meal,,,(M),3,餐,0.00527757
1113,餐桌,cānzhuō,dining table,,,(N),3,餐桌,0.000658875
1114,參考,"cānkăo ",refer to,,,(VA),3,参考,0.00442899
1115,草地,cǎodì,grassland,,,(N),3,草地,0.000842587
1116,草原,"cǎoyuán ",grassland,,,(N),3,草原,0.00141533
1117,層,"céng ",layer,,,(M),3,层,0.0155706
1118,曾,"céng ",ever,,,(Adv),3,曾,0.0257783
1119,曾經,"céngjīng ",once,,,(Adv),3,曾经,0.0148469
1120,差別,"chābié ",difference,,,(N),3,差别,0.00251689
1121,差異,"chāyì ",difference,,,(N),3,差异,0.00647314
1122,查,"chá ",check,,,(VA),3,查,0.00853954
1123,差(一)點/差(一)點兒,chà(yì)diăn/chà(yì)diănr,Difference of (one) point/Difference of (one) point,,,(Adv),3,差(一)点/差(一)点儿,
1124,產品,"chǎnpǐn ",product,,,(N),3,产品,0.0502899
1125,產生,"chănshēng ",produce,,,(VS),3,产生,0.0208192
1126,常,cháng,often,,,(Adv),3,常,0.0170013
1127,嘗/嚐試,"chángshì ",taste/try,,,(VA),3,尝/尝试,
1128,場,"chǎng ",field,,,(M),3,场,0.0406691
1129,超過,"chāoguò ",Exceed,,,(VS),3,超过,0.0198622
1130,超級,"chāojí ",super,,,(VS),3,超级,0.00660433
1131,炒,"chăo ",saute,,,(VA),3,炒,0.00481908
1132,吵,chăo,Quarrel,,,(VA),3,吵,0.00281627
1133,吵架,"chăojià ",quarrel,,,(VA),3,吵架,0.00161442
1134,車禍,"chēhuò ",car accident,,,(N),3,车祸,0.00148667
1135,趁,"chèn ",take advantage of,,,(Prep),3,趁,0.00212417
1136,成,"chéng ",become,,,(VA),3,成,0.0540483
1137,成果,"chéngguǒ ",Achievements,,,(N),3,成果,0.00775339
1138,成就,"chéngjiù ",Achievement,,,(N),3,成就,0.00454622
1139,成熟,chéngshú,Mature,,,(VS),3,成熟,0.00828462
1140,成長,"chéngzhăng ",growing up,,,(VS),3,成长,0.00830112
1141,程度,"chéngdù ",degree,,,(N),3,程度,0.0164663
1142,承認,"chéngrèn ",admit,,,(VA),3,承认,0.00741313
1143,誠實,"chéngshí ",honest,,,(VS),3,诚实,0.00102042
1144,尺,"chǐ ",ruler,,,(M),3,尺,0.0020981
1145,充實,"chōngshí ",enrich,,,(VS),3,充实,0.00167057
1146,重新,"chóngxīn ",again,,,(Adv),3,重新,0.0114211
1147,蟲(子),chóng(zi),insect,,,(N),3,虫(子),
1148,抽,"chōu ",smoke,,,(VA),3,抽,0.00718801
1149,醜,chŏu,ugly,,,(VS),3,丑,0.0022005
1150,臭,"chòu ",Smelly,,,(VS),3,臭,0.00242661
1151,初,"chū ",early,,,(N),3,初,0.0123618
1152,出版,"chūbăn ",publishing,,,(VA),3,出版,0.00519295
1153,出差,"chūchāi ",On business trip,,,(VA),3,出差,0.00116949
1154,出門,"chūmén ",go out,,,(VA),3,出门,0.00465465
1155,出租,"chūzū ",rent,,,(VA),3,出租,0.00209622
1156,除了,"chúle ",Apart from,,,(Prep),3,除了,0.019121
1157,除夕,"chúxì ",Lunar New Year's eve,,,(N),3,除夕,0.000838009
1158,廚師,"chúshī ",chef,,,(N),3,厨师,0.000697783
1159,處理,chŭlĭ,deal with,,,(VA),3,处理,0.0226845
1160,傳統,"chuántŏng ",Tradition,,,(VS),3,传统,0.0170629
1161,串,"chuàn ",string,,,(M),3,串,0.0020766
1162,創造,"chuàngzào ",create,,,(VA),3,创造,0.0114404
1163,吹,chuī,blow,,,(VA),3,吹,0.00560017
1164,春節,"chūnjié ",Spring Festival,,,(N),3,春节,0.00701092
1165,詞,"cí ",word,,,(N),3,词,0.00575598
1166,此,cĭ,this,,,(Det),3,此,0.0309335
1167,刺激,"cìjī ",Stimulate,,,(N),3,刺激,0.00656907
1168,刺激,"cìjī ",Stimulate,,,(VS),3,刺激,0.00656907
1169,從不,"cóngbù ",Never,,,(Adv),3,从不,0.0022099
1170,從來,"cónglái ",never,,,(Adv),3,从来,0.00636055
1171,從小,"cóngxiăo ",since childhood,,,(Adv),3,从小,0.00280147
1172,醋,"cù ",vinegar,,,(N),3,醋,0.00145229
1173,存,"cún ",live,,,(VA),3,存,0.00742932
1174,存在,"cúnzài ",exist,,,(VA),3,存在,0.0289141
1175,寸,"cùn ",inch,,,(M),3,寸,0.00301433
1176,錯,"cuò ",wrong,,,(N),3,错,0.0136567
1177,錯誤,"cuòwù ",mistake,,,(N),3,错误,0.00721149
1178,挫折,"cuòzhé ",frustration,,,(N),3,挫折,0.0012057
1179,答應,"dāyìng ",promise,,,(VA),3,答应,0.00368366
1180,達成,"dáchéng ",achieve,,,(VA),3,达成,0.00469027
1181,打工,"dăgōng ",work to earn a living,,,(VA),3,打工,0.00274291
1182,打架,"dăjià ",fight,,,(VA),3,打架,0.00102256
1183,打聽,"dătīng ",inquire about,,,(VA),3,打听,0.000975659
1184,打仗,"dăzhàng ",fight,,,(VA),3,打仗,0.000626876
1185,打折,"dăzhé ",Discount,,,(VA),3,打折,
1186,大大,"dàdà ",Big,,,(VS),3,大大,0.00675566
1187,大多數,"dàduōshù ",most,,,(Det),3,大多数,0.00548619
1188,大方,"dàfāng ",Generous,,,(VS),3,大方,0.00151622
1189,大概,"dàgài ",perhaps,,,(Adv),3,大概,0.00490165
1190,大會,"dàhuì ",General Assembly,,,(N),3,大会,0.00854384
1191,大陸,"dàlù ",mainland,,,(N),3,大陆,0.00582384
1192,大門,"dàmén ",door,,,(N),3,大门,0.00314674
1193,大小,"dàxiăo ",size,,,(N),3,大小,0.00535189
1194,大約,"dàyuē ",About,,,(Adv),3,大约,0.00511855
1195,袋,"dài ",bag,,,(M),3,袋,0.00334696
1196,代表,"dàibiǎo ",represent,,,(N),3,代表,0.0272173
1197,代表,"dàibiǎo ",represent,,,(VA),3,代表,0.0272173
1198,代替,"dàitì ",replace,,,(VA),3,代替,0.00233587
1199,帶來,"dàilái ",bring,,,(VA),3,带来,0.019017
1200,帶領,"dàilĭng ",lead,,,(VA),3,带领,0.00396551
1201,單純,"dānchún ",simple,,,(VS),3,单纯,0.00380399
1202,單身,"dānshēn ",single,,,(VS),3,单身,0.00363884
1203,擔任,"dānrèn ",take charge of,,,(VA),3,担任,0.00621116
1204,但,"dàn ",but,,,(Conj),3,但,0.157281
1205,淡,"dàn ",light,,,(VS),3,淡,0.00592349
1206,當,"dāng ",when,,,(VA),3,当,0.0550502
1207,當場,"dāngchăng ",on the spot,,,(Adv),3,当场,0.00282768
1208,當地,"dāngdì ",local,,,(N),3,当地,0.0149366
1209,當面,"dāngmiàn ",in person,,,(Adv),3,当面,0.000657197
1210,當年,"dāngnián ",then,,,(N),3,当年,0.00906062
1211,當天,"dāngtiān ",that day,,,(N),3,当天,0.00769345
1212,當中,"dāngzhōng ",among,,,(N),3,当中,0.00573122
1213,當作,"dāngzuò ",as,,,(VA),3,当作,0.00243018
1214,當做,"dāngzuò ",as,,,(VA),3,当做,
1215,倒,"dǎo ",fall,,,(VA),3,倒,0.0127432
1216,島,"dăo ",island,,,(N),3,岛,0.00475766
1217,導演,"dăoyăn ",director,,,(N),3,导演,0.00608119
1218,到,dào,arrive,,,(Conj),3,到,0.268978
1220,到處,"dàochù ",everywhere,,,(Adv),3,到处,0.00350863
1221,到底,dàodĭ,in the end,,,(VS),3,到底,0.0114983
1222,到底,"dàodǐ ",in the end,,,(Adv),3,到底,0.0114983
1223,道德,"dàodé ",Morality,,,(N),3,道德,0.0065311
1224,道教,Dàojiào,Taoism,,,(N),3,道教,0.000358868
1225,道理,"dàolǐ ",reason,,,(N),3,道理,0.00390079
1226,道歉,"dàoqiàn ",Apologize,,,(VA),3,道歉,0.00196268
1227,倒,"dào ",fall,,,(Adv),3,倒,0.0127432
1228,倒是,"dàoshì ",On the contrary,,,(Adv),3,倒是,0.00338172
1230,得到,"dédào ",get,,,(VS),3,得到,0.0352407
1231,得意,"déyì ",proud,,,(VS),3,得意,0.0018563
1232,得很,"dehěn ",Very,,,(Adv),3,得很,
1233,的話,"dehuà ",words,,,(Conj),3,的话,
1234,得,děi,have to,,,(Adv),3,得,0.119077
1235,燈光,"dēngguāng ",light,,,(N),3,灯光,0.00181415
1237,等/等等,děng/děngděng,Wait/wait,,,(N),3,等/等等,
1238,等待,"děngdài ",wait,,,(VS),3,等待,0.00791947
1239,低,dī,Low,,,(VS),3,低,0.0285903
1240,敵人,"dírén ",enemy,,,(N),3,敌人,0.00620979
1241,底,"dǐ ",end,,,(N),3,底,0.0141582
1242,底下,"dǐxià ",under,,,(N),3,底下,0.00092
1243,抵達,"dĭdá ",arrival,,,(VA),3,抵达,0.00298179
1245,地板,"dìbăn ",floor,,,(N),3,地板,0.00213224
1246,地帶,"dìdài ",zone,,,(N),3,地带,0.00181879
1247,地點,"dìdiăn ",Place,,,(N),3,地点,0.00554447
1248,地理,"dìlĭ ",geography,,,(N),3,地理,0.00269412
1249,地區,"dìqū ",area,,,(N),3,地区,0.0239302
1250,地攤,"dìtān ",street stall,,,(N),3,地摊,0.000170323
1251,地位,"dìwèi ",status,,,(N),3,地位,0.00950109
1252,地下,"dìxià ",underground,,,(N),3,地下,0.00393732
1253,地形,"dìxíng ",terrain,,,(N),3,地形,0.000812224
1254,點,diăn,point,,,(M),3,点,
1255,點,diăn,point,,,(N),3,点,
1256,點,"diǎn ",point,,,(VA),3,点,
1257,點/點兒,diǎn/diǎnr,Dot/dot,,,(Adv),3,点/点儿,
1258,電,"diàn ",electricity,,,(N),3,电,0.0314173
1259,電車,"diànchē ",tram,,,(N),3,电车,0.00027906
1260,電池,"diànchí ",Battery,,,(N),3,电池,0.00290913
1261,電燈,diàndēng,electric light,,,(N),3,电灯,0.000248055
1262,店員,"diànyuán ",clerk,,,(N),3,店员,0.000547429
1263,調查,"diàochá ",investigation,,,(VA),3,调查,0.0239354
1264,訂,"dìng ",order,,,(VA),3,订,0.00307422
1265,丟,"diū ",leave,,,(VA),3,丢,0.00491225
1266,東北,"dōngběi ",northeast,,,(N),3,东北,0.00368621
1267,東方,"dōngfāng ",East,,,(N),3,东方,0.0047866
1268,東南,"dōngnán ",southeast,,,(N),3,东南,0.00126566
1269,懂事,"dǒngshì ",sensible,,,(VS),3,懂事,0.000822559
1270,逗,"dòu ",tease,,,(VA),3,逗,0.00151867
1271,豆腐,"dòufŭ ",Tofu,,,(N),3,豆腐,0.00160803
1272,豆漿,"dòujiāng ",soy milk,,,(N),3,豆浆,0.000762317
1273,都市,"dūshì ",city,,,(N),3,都市,0.00286326
1274,毒品,"dúpǐn ",poison,,,(N),3,毒品,0.00172183
1275,獨特,"dútè ",unique,,,(VS),3,独特,0.00465514
1276,讀者,"dúzhě ",reader,,,(N),3,读者,0.00579519
1277,段,"duàn ",part,,,(M),3,段,0.0161112
1278,堆,"duī ",heap,,,(M),3,堆,0.00246787
1279,對,"duì ",right; correct,,,(M),3,对,0.30032
1282,對不起,duìbùqǐ,sorry,,,(VS),3,对不起,0.00425012
1283,對方,"duìfāng ",other side,,,(N),3,对方,0.0137298
1284,對話,"duìhuà ",dialogue,,,(N),3,对话,0.00362475
1285,對了,duìle,Right,,,(VS),3,对了,
1286,對象,"duìxiàng ",object,,,(N),3,对象,0.00849383
1287,多多少少,"duōduōshăoshăo ",More or less,,,(Adv),3,多多少少,0.000156589
1288,多麼,"duóme ",how,,,(Adv),3,多么,0.00441149
1289,朵,duǒ,Duo,,,(M),3,朵,0.00220103
1290,頓,"dùn ",Dayton,,,(M),3,顿,0.00644465
1291,嗯,"ēn ",Um,,,(P),3,嗯,0.00471055
1292,而,"ér ",and,,,(Conj),3,而,0.190068
1293,兒童,"értóng ",child,,,(N),3,儿童,0.00935676
1294,發,fā,hair,,,(VA),3,发,0.0379406
1295,發表,"fābiăo ",publish,,,(VA),3,发表,0.0151904
1296,發財,"fācái ",get rich,,,(VS),3,发财,0.000685414
1297,發出,"fāchū ",issue,,,(VA),3,发出,0.00844532
1298,發達,"fādá ",developed,,,(VS),3,发达,0.00498229
1299,發揮,"fāhuī ",play,,,(VS),3,发挥,0.0148807
1300,發覺,"fājué ",find,,,(VS),3,发觉,0.00155553
1301,發明,"fāmíng ",invention,,,(N),3,发明,0.00198258
1302,發明,"fāmíng ",invention,,,(VA),3,发明,0.00198258
1303,發脾氣,"fāpíqì ",loose the temper,,,(VA),3,发脾气,0.000576486
1304,發票,"fāpiào ",bill,,,(N),3,发票,0.00160436
1305,法律,fălǜ,law,,,(N),3,法律,0.0194763
1306,翻,"fān ",turn,,,(VA),3,翻,0.0115207
1307,翻譯,"fānyì ",translate,,,(VA),3,翻译,0.00289256
1308,煩惱,"fánnăo ",trouble,,,(VS),3,烦恼,0.00278006
1309,反而,"fănér ",instead,,,(Conj),3,反而,0.00521249
1310,反應,"fănyìng ",reaction,,,(N),3,反应,0.0116897
1311,犯,"fàn ",commit,,,(VA),3,犯,0.00497316
1312,範圍,"fànwéi ",scope,,,(N),3,范围,0.0155982
1313,方面,"fāngmiàn ",aspect,,,(N),3,方面,0.0465569
1314,方式,"fāngshì ",Way,,,(N),3,方式,0.0306914
1315,房東,"fángdōng ",landlord,,,(N),3,房东,0.000607767
1316,房客,"fángkè ",tenant,,,(N),3,房客,0.000195699
1317,房屋,"fángwū ",houses,,,(N),3,房屋,0.00611867
1318,訪問,"fǎngwèn ",access,,,(VA),3,访问,0.00588228
1319,放心,"fàngxīn ",rest assured,,,(VS),3,放心,0.00456634
1320,非,"fēi ",No,,,(Adv),3,非,0.0247963
1321,非,"fēi ",No,,,(VA),3,非,0.0247963
1322,飛,"fēi ",fly,,,(VA),3,飞,0.0164949
1323,費用,"fèiyòng ",cost,,,(N),3,费用,0.0106489
1324,分開,"fēnkāi ",separate,,,(VS),3,分开,0.00236282
1325,份,"fèn ",share,,,(M),3,份,0.0147547
1326,封,fēng,seal up,,,(M),3,封,0.00677845
1327,豐富,"fēngfù ",Rich,,,(VS),3,丰富,0.0102562
1328,風格,"fēnggé ",style,,,(N),3,风格,0.00779503
1329,風俗,"fēngsú ",custom,,,(N),3,风俗,0.000441587
1330,佛教,Fójiào,Buddhism,,,(N),3,佛教,0.00100571
1331,否則,"fŏuzé ",otherwise,,,(Conj),3,否则,0.00645514
1332,夫婦,"fūfù ",couple,,,(N),3,夫妇,0.00301866
1333,符合,"fúhé ",conform to,,,(VS),3,符合,0.0104485
1334,福利,"fúlì ",Welfare,,,(N),3,福利,0.00297509
1335,服裝,"fúzhuāng ",clothing,,,(N),3,服装,0.00528891
1336,腐敗,"fŭbài ",corruption,,,(VS),3,腐败,0.00329474
1337,付出,"fùchū ",pay,,,(VA),3,付出,0.00510898
1338,負擔,"fùdān ",burden,,,(N),3,负担,0.00385707
1339,負擔,"fùdān ",burden,,,(VA),3,负担,0.00385707
1340,負責,"fùzé ",Responsible,,,(VS),3,负责,0.0131026
1341,複習,"fùxí ",review,,,(VA),3,复习,0.00201737
1342,該,"gāi ",should,,,(Adv),3,该,0.0830705
1344,改,"gǎi ",change,,,(VA),3,改,0.017239
1345,改變,"gǎibiàn ",Change,,,(N),3,改变,0.0190133
1346,改變,"gǎibiàn ",Change,,,(VA),3,改变,0.0190133
1347,改進,"găijìn ",improve,,,(VA),3,改进,0.00472421
1348,改善,"găishàn ",improve,,,(VA),3,改善,0.0102467
1349,改天,"găitiān ",Another day,,,(Adv),3,改天,0.000372454
1350,蓋,"gài ",build,,,(VA),3,盖,0.00543124
1351,概念,"gàiniàn ",concept,,,(N),3,概念,0.00720167
1352,敢,"gǎn ",dare,,,(VS),3,敢,0.00934353
1353,趕,"găn ",rush,,,(VA),3,赶,0.00387777
1354,趕快,"gǎnkuài ",hurry up,,,(Adv),3,赶快,0.00303074
1355,趕上,"gănshàng ",catch up,,,(VA),3,赶上,0.00139787
1356,感動,"găndòng ",move,,,(VS),3,感动,0.00769096
1357,感想,"gănxiăng ",Thoughts,,,(N),3,感想,0.000443483
1358,感興趣,"gănxìngqù ",interested,,,(VS),3,感兴趣,0.00218161
1359,剛,"gāng ",Just,,,(Adv),3,刚,0.0225288
1360,高速,"gāosù ",high speed,,,(VS),3,高速,0.00487443
1361,高中,"gāozhōng ",high school,,,(N),3,高中,0.00460611
1362,搞,"găo ",do,,,(VA),3,搞,0.0221345
1363,歌曲,"gēqŭ  ",song,,,(N),3,歌曲,0.00393964
1364,歌星,"gēxīng ",singer,,,(N),3,歌星,0.000364099
1365,隔壁,"gébì ",next door,,,(N),3,隔壁,0.0012605
1366,革命,"gémìng ",revolution,,,(VA),3,革命,0.0149891
1367,個人,"gèrén ",personal,,,(N),3,个人,0.0279586
1368,個子,"gèzi ",Tall,,,(N),3,个子,0.000470898
1369,各式各樣,"gèshìgèyàng ",Various,,,(VS),3,各式各样,0.000375837
1370,各位,"gèwèi ",Everyone,,,(N),3,各位,
1373,跟,"gēn ",and,,,(Prep),3,跟,0.0463271
1374,跟,"gēn ",and,,,(VA),3,跟,0.0463271
1375,根,"gēn ",root,,,(M),3,根,0.00909686
1376,根,"gēn ",root,,,(N),3,根,0.00909686
1377,根據,"gēnjù ",according to,,,(Prep),3,根据,0.0315348
1378,更加,"gèngjiā ",more,,,(Adv),3,更加,0.0160256
1379,公尺,"gōngchǐ ",meter,,,(M),3,公尺,0.000370898
1380,公分,"gōngfēn ",centimeters,,,(M),3,公分,0.000393894
1381,公共,"gōnggòng ",public,,,(VS),3,公共,0.00702987
1382,公克,"gōngkè ",Duke,,,(M),3,公克,
1383,公路,"gōnglù ",highway,,,(N),3,公路,0.00561496
1384,功夫,"gōngfu ",effort,,,(N),3,功夫,0.0027608
1385,功能,"gōngnéng ",Function,,,(N),3,功能,0.0231908
1386,工具,"gōngjù ",tool,,,(N),3,工具,0.00560016
1387,工業,"gōngyè ",industry,,,(N),3,工业,0.0148057
1389,恭喜,gōngxǐ,Congratulations,,,(VS),3,恭喜,0.00294035
1390,共,"gòng ",common,,,(Adv),3,共,0.0189683
1391,共同,"gòngtóng ",common,,,(VS),3,共同,0.0168432
1392,貢獻,"gòngxiàn ",contribute,,,(N),3,贡献,0.00723237
1393,貢獻,"gòngxiàn ",contribute,,,(VA),3,贡献,0.00723237
1394,溝通,"gōutōng ",communicate,,,(VA),3,沟通,0.00548727
1395,夠,"gòu ",enough,,,(Adv),3,够,0.00628165
1396,夠,"gòu ",enough,,,(Adv),3,够,0.00628165
1397,購買,"gòumăi ",Buy,,,(VA),3,购买,0.0136497
1398,姑娘,"gūniáng ",girl,,,(N),3,姑娘,0.00607379
1399,古,"gŭ ",antiquity,,,(VS),3,古,0.00631892
1400,古代,"gŭdài ",ancient times,,,(N),3,古代,0.00243831
1401,古蹟,"gŭjī ",monuments,,,(N),3,古蹟,
1402,古老,"gŭlăo ",ancient,,,(VS),3,古老,0.00138875
1403,顧,"gù ",Gu,,,(VS),3,顾,0.00224245
1404,故意,"gùyì ",deliberately,,,(VS),3,故意,0.00365757
1405,刮,"guā ",shave,,,(VA),3,刮,0.00229273
1406,乖,guāi,good,,,(VS),3,乖,0.00218296
1407,怪,"guài ",Strange,,,(VS),3,怪,0.00655819
1408,怪,"guài ",Strange,,,(VS),3,怪,0.00655819
1409,關,"guān ",close,,,(VS),3,关,0.0077731
1410,觀察,"guānchá ",observe,,,(VA),3,观察,0.00956165
1411,觀點,"guāndiăn ",point of view,,,(N),3,观点,0.00668158
1412,觀念,"guānniàn ",concept,,,(N),3,观念,0.00668813
1413,觀眾,"guānzhòng ",audience,,,(N),3,观众,0.00974888
1414,管,"guăn ",Tube,,,(VA),3,管,0.0178824
1415,罐,"guàn ",Can,,,(M),3,罐,0.00144552
1416,廣播,"guǎngbò ",broadcast,,,(N),3,广播,0.00329282
1417,廣播,"guǎngbò ",broadcast,,,(VA),3,广播,0.00329282
1418,廣場,"guăngchăng ",square,,,(N),3,广场,0.0049689
1419,廣告,"guănggào ",advertise,,,(N),3,广告,0.0126108
1420,逛,"guàng ",visit,,,(VA),3,逛,0.00228808
1421,逛街,"guàngjiē ",shop,,,(VA),3,逛街,0.00169118
1422,規矩,"guījŭ ",rule,,,(N),3,规矩,0.000970422
1423,規模,"guīmó ",scale,,,(N),3,规模,0.0132581
1424,鬼,"guǐ ",ghost,,,(N),3,鬼,0.00564018
1425,貴姓,guìxìng,your surname,,,(VS),3,贵姓,0.0000562486
1426,櫃子,"guìzi ",cabinet,,,(N),3,柜子,0.000355793
1427,國內,"guónèi ",domestic,,,(N),3,国内,0.0260537
1428,國外,"guówài ",foreign,,,(N),3,国外,0.00844602
1429,國王,"guówáng ",king,,,(N),3,国王,0.0018565
1430,國語,"guóyŭ ",Mandarin,,,(N),3,国语,0.000395822
1432,過去,guòqù,past,,,(N),3,过去,0.0263229
1433,過日子,"guòrìzi ",live life,,,(VA),3,过日子,0.000538257
1434,嗨,"hāi ",Hi,,,(P),3,嗨,0.00210337
